means that not all dreams can come true!)
      0 100.00%: 
      1 185.90%:  rules
    989 0.04%:  alone has made me more
    990 0.04%:  tells me that dreams are out!)
    991 0.04%:  has made me an un
    992 0.04%:  sell
    993 0.04%:  needs a lot more
    994 0.04%:  needs no
    995 0.04%:  needs to learn that
    996 0.04%:  means more to me than clean
    997 0.04%:  means more to me)
    998 0.07%:  means more to me) than
    999 0.04%:  th
   1000 0.04%:  notes
   1001 0.04%:  are
   1002 0.04%:  tells us to con
   1003 0.04%:  rules at the end!)
   1004 0.04%:  tells us no more than
   1005 0.04%:  ruled that
   1006 0.04%:  and the arts are not meant
   1007 0.04%:  or the
   1008 0.04%:  has come to me as
   1009 0.04%:  rules more than most)
   1010 0.04%:  made me the
   1011 0.04%:  e
   1012 0.04%:  has made me learn a
   1013 0.04%:  tells me that no one
   1014 0.05%:  tells me that no one can
   1015 0.04%:  does not tell us the
   1016 0.04%:  has dealt me a cruel
   1017 0.04%:  can lead us to the
   1018 0.04%:  has made so
   1019 0.04%:  done
   1020 0.04%:  that came
   1021 0.04%:  means so much to me and all!)
   1022 0.04%:  tells me that true
   1023 0.04%: men
   1024 0.04%:  ends here!)
   1025 0.04%:  could not
   1026 0.04%:  sure has made a
   1027 0.04%:  tells me no more
   1028 0.04%:  tells us there are a
   1029 0.04%:  leads me to the most
   1030 0.04%:  has not and
   1031 0.04%:  means a lot to us here)
   1032 0.04%:  comes at
   1033 0.04%:  tells me the sun
   1034 0.04%:  has led me to tears
   1035 0.04%:  has led me to tears once
   1036 0.04%:  means more to us that
   1037 0.04%:  alone has made me a more
   1038 0.04%:  nerds are all
   1039 0.36%:  nerds are all the same)
   1040 0.04%:  uses a
   1041 0.04%:  set
   1042 0.04%:  has not once
   1043 0.04%:  means a lot to us at the end
   1044 0.04%:  can let us
   1045 0.04%:  has at least made one man
   1046 0.04%:  does not rule the
   1047 0.04%:  sl
   1048 0.05%:  slash
   1049 0.04%:  alone made
   1050 0.04%:  holds me
   1051 0.04%:  means a lot to me at
   1052 0.05%:  means a lot to me at the end
   1053 0.04%:  needs to learn to share!)
   1054 0.04%:  one)
   1055 0.04%:  has made me out
   1056 0.04%:  uses math
   1057 0.04%:  at least lets me dream
   1058 0.04%:  does one
   1059 0.03%:  means more to me than an al
   1060 0.03%:  needs the
   1061 0.03%:  has cost me a dream
   1062 0.03%:  terms
   1063 0.03%:  leads to the most
   1064 0.03%:  can seem
   1065 0.03%:  hard
   1066 0.03%:  too hard
   1067 0.03%:  has done me no real
   1068 0.03%:  means a lot to me and her name
   1069 0.03%:  has sent me to
   1070 0.03%:  tells me not to!)
   1071 0.03%:  march!)
   1072 0.03%:  rules at the start and
   1073 0.03%:  name!)
   1074 0.03%:  that leads to some
   1075 0.03%:  tells us that no man
   1076 0.03%:  loses)
   1077 0.03%:  rules so hard at
   1078 0.03%:  the most
   1079 0.03%:  has led me on a mer
   1080 0.03%:  does not use the term
   1081 0.03%:  tells me that a
   1082 0.03%:  lets the
   1083 0.03%:  hurts)
   1084 0.03%:  reads
   1085 0.03%:  means more to me than cute
   1086 0.03%:  names the
   1087 0.03%:  and that
   1088 0.03%:  does more than rule
   1089 0.03%:  can do some neat
   1090 0.03%:  made me!)
   1091 0.03%:  means more to me than a test
   1092 0.03%:  comes last
   1093 0.03%:  means a lot to a smart
   1094 0.03%:  rolls
   1095 0.03%:  ste
   1096 0.03%:  sure made
   1097 0.03%:  has also made me an
   1098 0.03%:  means more to me than rules!)
   1099 0.03%:  has made a real man
   1100 0.03%:  has lead me to some real
   1101 0.03%:  teams are
   1102 0.03%:  has at least made me one
   1103 0.03%:  are hard
   1104 0.03%:  can do the
   1105 0.13%:  can do the same!)
   1106 0.07%:  can do the same to
   1107 0.06%:  can do the same to me
   1108 0.05%:  can do the same)
   1109 0.04%:  can do the same to us
   1110 0.03%:  means all
   1111 0.16%:  means all the same
   1112 0.13%:  means all the same!)
   1113 0.10%:  means all the same to
   1114 0.08%:  means all the same to me)
   1115 0.03%:  tells us that no one can eat
   1116 0.03%:  tells us that 
   1117 0.03%:  means all the same to me and
   1118 0.03%:  rules more than once)
   1119 0.03%:  does no
   1120 0.03%:  let us not
   1121 0.03%:  used to call me the
   1122 0.03%:  has no need to
   1123 0.03%:  tells me the most
   1124 0.03%:  hard!)
   1125 0.03%:  has come to rule
   1126 0.03%:  can deal
   1127 0.03%:  tells some
   1128 0.03%:  can teach us all a
   1129 0.03%:  also turns
   1130 0.03%:  means a lot to me and me
   1131 0.03%:  sad
   1132 0.03%:  at the end
   1133 0.03%: ) can
   1134 0.03%:  made us
   1135 0.03%:  has no more use
   1136 0.03%:  rules at least once more
   1137 0.03%:  does me
   1138 0.03%:  month!)
   1139 0.03%:  means more to us than mere data
   1140 0.03%:  lets us do the
   1141 0.03%:  has come to me!)
   1142 0.03%:  comes close
   1143 0.03%:  does lots
   1144 0.03%:  n
   1145 0.25%:  nerd alert
   1146 0.03%:  nerd)
   1147 0.03%:  has a lot to deal
   1148 0.03%:  means such
   1149 0.03%:  can do that to me!)
   1150 0.03%:  means more to us then
   1151 0.03%:  tells me that our
   1152 0.03%:  named me
   1153 0.03%:  sure has done me real
   1154 0.03%:  stars
   1155 0.03%:  mot
   1156 0.03%:  rules not
   1157 0.03%:  comes at a cost
   1158 0.03%:  and truth are not one!)
   1159 0.03%:  also holds
   1160 0.03%:  no
   1161 0.03%:  has made me once
   1162 0.03%:  rules to the core
   1163 0.03%:  leads me to truth
   1164 0.03%:  ruled)
   1165 0.03%:  hat
   1166 0.03%:  has no soul!)
   1167 0.03%:  start me
   1168 0.03%:  on the ro
   1169 0.03%:  here!)
   1170 0.03%:  does seem to rule
   1171 0.03%:  tells us that a dream can
   1172 0.03%:  rule me
   1173 0.03%:  hates me so!)
   1174 0.03%:  has led me to more
   1175 0.03%:  means a lot to the
   1176 0.03%:  and art are the same!)
   1177 0.03%:  hate
   1178 0.03%:  dreams!)
   1179 0.03%:  means more to me than a taste
   1180 0.03%:  hates us all and
   1181 0.03%:  has made me learn a lot!)
   1182 0.03%:  here)
   1183 0.03%:  means a lot to these
   1184 0.03%:  st
   1185 0.03%:  sure has made me learn
   1186 0.14%:  sure has made me learn a lot!)
   1187 0.05%:  sure has made me learn a lot)
   1188 0.03%:  nerds are not
   1189 0.03%:  sort
   1190 0.03%:  needs to learn not
   1191 0.03%: ) dreams
   1192 0.03%:  that must
   1193 0.03%:  means more to me than cr
   1194 0.03%:  round
   1195 0.03%:  tells us that cent
   1196 0.03%:  has done some real
   1197 0.03%:  must also
   1198 0.03%:  lets us learn the
   1199 0.03%:  thus
   1200 0.03%:  has told me a
   1201 0.03%:  has told me a lot!)
   1202 0.03%:  more
   1203 0.03%:  stole that
   1204 0.03%:  means more to me than sand
   1205 0.03%:  has also led me to a
   1206 0.03%:  can crush
   1207 0.03%:  has dealt me more
   1208 0.03%:  has sure made me cr
   1209 0.03%:  ch
   1210 0.03%:  means more to me than state
   1211 0.03%:  tells us that mere
   1212 0.03%:  un
   1213 0.03%:  turns the
   1214 0.03%:  means more to me than a real
   1215 0.03%:  lets us learn more each
   1216 0.03%:  has sure made me more
   1217 0.03%:  means a lot to me and that)
   1218 0.03%:  does not rule me
   1219 0.03%:  uses too
   1220 0.03%:  sorts out the real
   1221 0.03%:  and all that ent
   1222 0.03%:  there
   1223 0.03%:  rules can
   1224 0.03%:  does not tell me that
   1225 0.03%:  means more to me than under
   1226 0.03%:  rules are the same
   1227 0.03%:  rule one)
   1228 0.03%:  tells me that can
   1229 0.03%:  has too
   1230 0.03%:  nerd alert)
   1231 0.03%:  and)
   1232 0.03%:  means a lot to me and that can
   1233 0.03%:  has made me lose at
   1234 0.03%:  tells us that not one
   1235 0.03%:  means more than a
   1236 0.03%:  means more than a lot
   1237 0.03%:  needs to learn more)
   1238 0.03%:  can lead us to the most
   1239 0.03%:  has made me let
   1240 0.03%:  tells me that) dreams
   1241 0.04%:  tells me that) dreams can
   1242 0.03%:  most
   1243 0.03%:  ho
   1244 0.03%:  tells me to do
   1245 0.03%:  tells me to do that
   1246 0.03%:  sure has done me a
   1247 0.03%:  here and
   1248 0.03%:  can so
   1249 0.03%:  means more to me than at
   1250 0.03%:  rules has
   1251 0.03%:  rules one and one
   1252 0.03%:  leads me to the same
   1253 0.03%:  has sure made me a real
   1254 0.03%:  m
   1255 0.03%:  turns me on so hard)
   1256 0.03%:  seems to do that all
   1257 0.03%:  rules on that!)
   1258 0.03%:  hates to
   1259 0.03%:  made me)
   1260 0.03%:  has re
   1261 0.03%:  has done us all
   1262 0.03%:  comes so
   1263 0.03%:  has made me one
   1264 0.03%:  sure has made me an
   1265 0.03%:  tells us that once a
   1266 0.03%:  has at least made me clear
   1267 0.03%:  tells me that dreams are no
   1268 0.03%:  means so much to me and all)
   1269 0.03%:  calls to me once
   1270 0.03%:  means a lot)
   1271 0.03%:  also means that no
   1272 0.03%:  has also led to
   1273 0.03%:  has ruled me!)
   1274 0.03%:  most rules
   1275 0.03%:  means more to me than data!)
   1276 0.03%:  means a lot to me and a
   1277 0.03%:  also deals
   1278 0.03%:  eats
   1279 0.03%:  has made me too
   1280 0.16%:  has made me too smart
   1281 0.03%:  has made me too smart!)
   1282 0.03%:  such
   1283 0.03%:  also told
   1284 0.07%:  also told me there
   1285 0.03%:  tells us that too
   1286 0.03%:  has at least made clear
   1287 0.03%:  leads me to such
   1288 0.03%: !) that
   1289 0.03%:  does much
   1290 0.03%:  can teach us all to
   1291 0.03%:  rules a lot more
   1292 0.03%:  de
   1293 0.03%:  can tell us the
   1294 0.03%:  rules a lot)
   1295 0.03%:  has done us real
   1296 0.03%:  at that
   1297 0.03%:  means more to me than a cat
   1298 0.03%:  has a lot on
   1299 0.03%:  means more to me than us
   1300 0.02%:  means so much to me 
   1301 0.02%:  does seem to let
   1302 0.02%:  names are so hard)
   1303 0.02%:  has made me a true
   1304 0.04%:  has made me a true man
   1305 0.03%:  has made me a true man!)
   1306 0.02%:  later
   1307 0.02%:  alone holds
   1308 0.02%:  has made me a total los
   1309 0.06%:  has made me a total loser)
   1310 0.06%:  has made me a total loser!)
   1311 0.02%: ) once
   1312 0.02%:  can sound
   1313 0.02%:  can also rule that
   1314 0.02%:  that does not seem
   1315 0.02%:  shoot
   1316 0.02%:  has sent me more
   1317 0.02%:  has done me an
   1318 0.02%:  and all)
   1319 0.02%:  meant
   1320 0.02%:  can do the same to me)
   1321 0.02%:  and truth are not all
   1322 0.02%:  rules so hard on
   1323 0.02%:  truth
   1324 0.02%:  dro
   1325 0.02%:  come
   1326 0.02%:  cl
   1327 0.02%:  rules on the one
   1328 0.02%:  hates to lose
   1329 0.02%:  sorts me
   1330 0.04%:  sorts me out!)
   1331 0.02%:  needs to learn to start
   1332 0.02%:  can tell me that!)
   1333 0.02%:  has made me a cruel
   1334 0.02%:  means a lot here!)
   1335 0.02%:  not the
   1336 0.02%:  means real
   1337 0.02%:  means more to me than a stern
   1338 0.02%:  alone has made me so
   1339 0.02%:  at least has made
   1340 0.03%:  at least has made me more
   1341 0.02%:  rules are the ones
   1342 0.02%:  means more to me than art)
   1343 0.02%:  rules more than once a
   1344 0.02%:  has cost me a lot)
   1345 0.02%:  also made me lose the
   1346 0.02%:  can do more than tell
   1347 0.02%:  can do more than tell me
   1348 0.02%:  u
   1349 0.02%:  has made me cr
   1350 0.02%:  has made me a mean
   1351 0.02%:  has made me smart!)
   1352 0.02%:  alone could
   1353 0.02%:  that cl
   1354 0.02%:  cuts
   1355 0.02%:  made a man
   1356 0.03%:  made a man outta
   1357 0.02%:  date!)
   1358 0.02%:  means more to me than sc
   1359 0.02%:  can do no less
   1360 0.07%:  can do no less than
   1361 0.02%:  rules means
   1362 0.02%:  that also
   1363 0.02%:  more than
   1364 0.02%:  has most
   1365 0.02%:  has made one more man
   1366 0.02%:  means more to me than rest and
   1367 0.02%:  can do the same to us all)
   1368 0.02%:  class!)
   1369 0.02%:  tells us no one
   1370 0.03%:  tells us no one can hear
   1371 0.02%:  rules me)
   1372 0.02%:  crush
   1373 0.02%:  turns me on so!)
   1374 0.02%: ) has let
   1375 0.02%:  has told me lots
   1376 0.02%:  has come a lo
   1377 0.02%:  at last
   1378 0.02%:  dates to
   1379 0.02%:  tells us there are 
   1380 0.02%:  means more to me than re
   1381 0.02%:  has un
   1382 0.02%:  means a lot to me there)
   1383 0.02%: ) doesn
   1384 0.02%:  does not mean much
   1385 0.02%:  c
   1386 0.10%:  cures!)
   1387 0.03%:  cures all
   1388 0.02%:  means not
   1389 0.02%:  tells me not to use
   1390 0.02%:  means a lot to me al
   1391 0.02%:  seems to do that!)
   1392 0.02%:  three!)
   1393 0.02%:  turns me on to the
   1394 0.02%:  tells me that must
   1395 0.02%: men!)
   1396 0.02%:  has no real role
   1397 0.02%:  means a lot to me and can
   1398 0.02%:  hurts me
   1399 0.02%:  on the one
   1400 0.02%:  teams!)
   1401 0.02%:  rules at least that
   1402 0.03%:  rules at least that one
   1403 0.02%:  acts
   1404 0.02%:  means all the same)
   1405 0.02%:  cures all the
   1406 0.02%:  has made me a smart
   1407 0.02%:  races
   1408 0.04%:  races ahead
   1409 0.02%:  has led me on some
   1410 0.02%:  needs me)
   1411 0.02%:  sorts me out)
   1412 0.02%:  that does not mean
   1413 0.02%:  means more to me than sure
   1414 0.02%:  does that to me at
   1415 0.02%:  lets me do
   1416 0.06%:  lets me do that
   1417 0.04%:  lets me do that!)
   1418 0.02%:  lets me do that)
   1419 0.02%:  lost!)
   1420 0.02%:  nerds are the least
   1421 0.02%:  used to call me names)
   1422 0.02%:  tells us not to)
   1423 0.02%:  means too much and
   1424 0.02%:  can teach us to
   1425 0.03%:  can teach us to dream
   1426 0.02%:  means more than a lot!)
   1427 0.02%:  means more to me than ad
   1428 0.02%:  alone must
   1429 0.02%:  tells us that one man
   1430 0.02%:  that los
   1431 0.02%:  that loses!)
   1432 0.02%:  tells me there must
   1433 0.02%:  tells me that dreams are un
   1434 0.02%:  tells us that man can
   1435 0.02%:  and truth are also
   1436 0.02%:  res
   1437 0.02%:  tells me so much more!)
   1438 0.02%:  comes at a cost!)
   1439 0.02%:  means more to me than art and
   1440 0.02%:  does more than tell
   1441 0.02%:  does more than tell me
   1442 0.02%:  has made me mean
   1443 0.02%:  tells us that one can not
   1444 0.02%:  has cost me a date
   1445 0.02%:  has made me an at
   1446 0.02%:  tells me not to dance
   1447 0.02%:  came to
   1448 0.05%:  came to the
   1449 0.02%:  needs these
   1450 0.02%:  has made me come close
   1451 0.02%:  has at least one role
   1452 0.02%: ) also
   1453 0.02%:  seems cool
   1454 0.02%:  means more to me than a curse
   1455 0.02%:  has dealt me so
   1456 0.02%:  has also made me a more
   1457 0.02%:  stole the
   1458 0.02%:  and math are our
   1459 0.02%:  means a lot to me and these
   1460 0.02%:  means more to me than dance
   1461 0.02%:  tells a
   1462 0.02%:  tells us that men
   1463 0.06%:  tells us that men are not
   1464 0.08%:  tells us that men are not made
   1465 0.06%:  tells us that men are made
   1466 0.03%:  tells us that men are meant
   1467 0.03%:  tells us that men are more
   1468 0.02%:  can tell me a
